descricao;clean
NOREPINEFRINA 8MG4ML (NORADRENALINA) GEN HIPOLABOR;7898123907817
MORFINA 10MG C/50 AMP 1ML (DIMORF)CRISTALIA (A1)-S;7896676402087
OMEPRAZOL 40MG 10ML C/DIL BLAU;7896014688272
CETOPROFENO 100MG IM 2ML (ARTRINID) UNIAO QUIMICA;7896006213543
VASELINA LIQUIDA;7896902211827
CARVEDILOL(CARDBET) 3,125MG 30CPR.-NOVAQUIMICA;7895296261036
BETAMETASONA(BETA-LONG) 3MG/ML 25AMP 1ML-U.QUIMICA 2 A 25;7896006221609
AC.ACETILSALICILICO(ACETILDOR) 100MG INFANT.1000CP-SOBRAL;7897732601789
CINARIZINA(FLUXON) 75MG 30CPR-NEO QUIMICA;7896714203492
ESCOPOLAMINA 20MG 100AMP 1ML GEN-HIPOLABOR;7898123907886
BUTIL.ESCOP.+DIPIR.100AMP 5ML GEN- HIPOLABOR;7898123906759
AGUA P/ INJECAO 200AMP 10ML PL-ISOFARMA;7898361700157
SOL.CL.DE SODIO 0,9% 100BSA 100ML-BEKER;7898170786076
CLOR.DE SODIO 20% 200AMP 10ML PL-SAMTEC;7898415822316
SOL.ENEMA DE GLICER 500ML 12% 24FR-FARMACE;7898166040175
NOPROSIL 10MG 240AMP 2ML PL-ISOFARMA;7898361700591
AC.TRANEXAMICO 250MG 12CP GEN-EMS;7896004723020
RANITIDINA 150MG 300CP GEN-MEDQUIMICA;7896862918101
SUFENTANILA(FASTFEN) 5MCG/ML 30ESTJ SP 2ML-CRISTALIA A1;7896676406986
TENOXIL 20MG 10CP REVESTIDOS-MEDQUIMICA;7896862910471
CILOSTAZOL 100MG C/ 60 CP GEN-EUROFARMA;7891317452230
AGUA P/ INJECAO 1000ML 12FR-SANOBIOL;7898153652527
SOL.ENEMA DE GLICER 12% 24FR 500ML-SANOBIOL;7898153650097
CLOR.RANITIDINA 15MG/ML MENTA 120ML GEN-NATIVITA;7897848502260
AC.VALPROICO(DEPAKENE) 500MG 50CP- ABBOTT C1;7891158000898
CLORETO DE POTASSIO 6%(IONCLOR)60MG/ML 100ML-PRATI DONADUZZI;7898148294794
NIMODIPINA(MIOCARDIL)30MG 30CP-VITAMEDIC;7898049790593
CLORETO POTASSIO 10% 200AMP 10ML PL-FARMACE;7898166040403
DEXAMETASONA 0,1% CREME 10GR GEN-PRATI DONADUZZI;7898148294602
BACLOFENO 10MG(BACLOFEN)20CP-TEUTO;7896112127178
ONDANSETRONA(NAUSEDRON) 8MG 10CPR-CRISTALIA;7896676404241
SACCHAROMYCES(FLORENT) 200MG AD/PED 4ENV 1GR-CIFARMA;7898158692238
MASFEROL 125MG/ML 30ML-NATULAB;7898133131455
MIDAZOLAM 50MG 100AMP 10ML GEN-HIPOLABOR B1;7898123907480
DILTIAZEM 30MG 50CP GEN-NOVA QUIMICA;7895296211062
EPINEFRINA (EFRINALIN) 100AMP 1ML-BLAU;7896242151104
GLICONATO DE CALCIO 10% 200AMP PL 10ML-ISOFARMA;7898361700485
ESCOVA PVPI(MARCODINE SCRUB) 100MG/ML C/48-CRISTALIA;7896676401301
ALFENTANILA(ALFAST)0,544MG ML 10AMP 5ML-CRISTALIA A1;7896676408256
CIPROFLOXACINO 500MG 300CP GEN-PRATI DONADUZZI;7898148292004
ANDOLBA AERO TB C/43GR-EUROFARMA;7891317477141
CLOR.DE SODIO 0,9% 200AMP 10ML PL-FARMACE;7898166040342
AC.TRANEXAMICO(TRANSAMIN)5AMP 5ML-NIKKHO;7897460400364
COLAGENASE+CLORANFENICOL(IRUXOL) 30G-ABBOTT;7896255765947
CLARITROMICINA(KLARICID)IV 500MG C/1FAM-ABBOTT;7891158021206
LINEZOLIDA INJ 2MG/ML 1BSA 300ML-GN EUROF;7891317124533
DERMAEX AGE 100ML C/24-NUTRIEX;7898947017150
SIMETICONA 40MG 600CP GEN-PRATI DONADUZZI;7898148290314
CICLOMIDRIN 1% COLIRIO 5ML-LATINOFARMA;7896180300039
ENOXAPARINA (ENOXALOW) 40MG 10 SERINGAS-BLAUSIEGEL;7896014670895
PREDNISONA(CORTICORTEN)20MG 20CP-NEO QUIMICA;7896714200699
ENOXAPARINA(VERSA) 20MG C/6 SER.-EUROFARMA;7891317118242
ENOXAPARINA(VERSA) 40MG C/6 SER.-EUROFARMA;7891317118228
NITROGLICERINA(TRIDIL)25MG 10AMP 5ML-CRISTALIA;7896676415308
SOL.DE RINGER C/LACTATO 25FRS 500ML-EUROFARMA;7898919447565
BICARB.SODIO 8,4% 35FR 250ML-HYPOFARMA;7898122913369
METILPREDNISOLONA 500MG 25FAM+DILGEN-NOVAFARMA;7898208148678
CALNATE 30GR 60 ENV.-EUROFARMA;7891317465025
SIMETICONA GTS 15ML GEN-PRATI DONADUZZI;7898148290338
MIDAZOLAM 15MG 100AMP 3ML GEN-HIPOLABOR B1;7898123907466
COMPLEXAN 100CP REVEST-PHARMASCIENCE;7898014565386
NIFEDIPINO(NEO FEDIPINA) 10MG 30CPR-NEO QUIMICA;7896714200064
SULF.MAGNESIO 50% 200AMP 10ML PL-ISOFARMA;7898361700546
FOSF.POTASSIO 2MEQ/ML 200 AMP 10ML-ISOFARMA;7898361700560
LEVOFLOXACINO 500MG 10CP GEN-EMS;7896004713120
SOL.DE GLICOSE 50% 200AMP 10ML PL-FARMACE;7898166040458
SOL.DE GLICOSE 25% 200AMP 10ML PL-FARMACE;7898166040434
AMITRIPTILINA 25MG 100CP GEN-TEUTOC1;7896112124443
PROTAMINA 1000UI 25AMP 5ML-VALEANT;7898168001839
CARVEDILOL(CARDBET) 12,5MG 30CPR.-NOVAQUIMICA;7895296261012
DOMPERIDONA(PERIDAL) 1MG/ML SUSP. 100ML-FARMASA;7896422513746
DEXAMETASONA 4MG 200CP GEN-TEUTO;7896112155010
NENE CREME 45GR-VIDORA;7897930080560
ROPIVACAINA(ROPI) SP 7,5MG/ML 5FAM 20ML-CRISTALIA;7896676415575
AGUA P/ INJECAO 200AMP 10ML PL-FARMACE;7898166040328
TRIAXON 1G IV 50FAM-TEUTO;7896112125440
BESILATO ANLODIPINO 10MG 30CP GEN-NEO QUIMICA;7896714211312
DIGOXINA 0.25MG 500CP GEN-PHARLAB;7898216361601
SOL.CL.DE SODIO 0,9% 25FRS 500ML-EUROFARMA;7898919447435
SOL.DE GLICOSE 5% 24BSA 500ML-BEKER;7898170786144
ACICLOVIR 250MG;7896006211211
CLORETO DE SODIO 0,9% 200AMP 10ML - FARMACE;7898166040342
CLORETO DE SODIO 0,9% 200AMP 10ML - EQUIPLEX;7898007676235
SULFATO MAGNESIO A 50% 200AMP 10ML;7893280597406
TRAVOPROSTA;7896004728261
CLEXANE;7896070605268
CLORETO DE SODIO 0,9% 250ML EUROFARMA 000000000000411788;7898919447428
CLORETO DE SODIO 0,9% 500 ML EUROFARMA.....;7898919447435
ENOXAPARINA 40MG/0,4ML IV/SC C/6 SER C/DISP SEG (VERSA) EUROFARMA;7891317118228
MIDAZOLAM 50MG (5MG/ML) 10ML C/100 P344/98 B1 GEN HIPOLABOR;7898123907480
AGUA P/ INJECAO DEST 1000ML FRESENIUS;7897947706705
BUTILBROMETO ESCOPOLAMINA 20MG/ML 1ML C/100 GEN HIPOLABOR;7898123907893
GLICOSE 5% 250 ML FR EUROFARMA;7898919447527
CLORETO DE SODIO 0,9% 10ML C/200 AMP PLAST ISOFARMA;27898361700045
SOLUCAO FISIOLOGICA A 0,9% SOL. INJ. - 80 BOLSAS X 100ML;7898153651940
ISOFLURANO GEN *C1* C/1 FRS 100ML;7897406113068
CLORIDRATO DE MIDAZOLAM GEN 5MG/ML *B1* INJ CX C/100 AMP 10ML;7898123907480
FENITOINA SODICA GEN *C1* 50MG/ML INJ CX C/100 AMP 5ML;7898123906605
CLORIDRATO DE NALOXONA GEN. *C1* 0,4MG/ML INJ CX C/10 AMP 1ML;7898123907565
CLORIDRATO DE PETIDINA GEN *A1* 50MG/ML INJ CX C/25 AMP 2ML;7896006264811
FUROSEMIDA GEN 20MG/2ML INJ CX C/100 AMP 2ML;7898123905813
METILPREDNISOLONA (SUCCINATO SODICO DE METILPREDNISOLONA) GEN 125MG INJ CX C/25 FA + DIL 2ML;7898208148555
CLORETO DE SÃ“DIO 0,9% CX C/40 FRASCOS X 250ML;7898153652329
CLORETO DE SÃ“DIO 0,9% CX C/12 FRASCOS X 1000ML;7898153652343
ADREN (EPINEFRINA) 1MG/ML INJ CX C/100 AMP 1ML;7898123900023
FOSFATO DISSODICO DE DEXAMETASONA GEN 4MG/ML INJ CX C/100 AMP 2,5ML;7898123905684
HEMITARTARATO DE NOREPINEFRINA GEN 2MG/ML INJ CX C/50 AMP 4ML;7898123907817
BETA-LONG (ACETATO DE BETAMETASONA+ FOSF. DISSOD. DE BETAMETASONA) 3MG/ML+3MG/ML INJ CX C/25 AMP 1ML;7896006221609
VERSA (ENOXAPARINA SODICA) 20MG/0,2ML INJ CX C/6 SERINGAS 0,2ML + SISTEMA DE SEGURANCA;7891317118242
NORMASTIG (NEOSTIGMINA) 0,5MG/ML INJ. IM/EV/SC CX C/50 AMP 1ML;7896241237557
CLORIDRATO DOBUTAMINA GEN. 12,5MG/ML INJ. CX C/50 AMP 20 ML;7896112136378
SUCROFER (SACARATO DE HIDROXIDO DE FERRO) 20MG/ML INJ CX C/ 5 AMP 5ML;8902344901147
CLORIDRATO DE NALBUFINA GEN. *A2* 10MG/ML INJ CX C/ 10 AMP 1 ML;7898123905851
NITROP (NITROPRUSSIATO DE SODIO) 25MG/ML INJ CX C/1 AMP 2ML;7898122910955
MANITOL 20% CX C/40 FRASCOS X 250ML;7898153652541
CLORIDRATO DE LIDOCAINA GEN 2% S/ VASO INJ CX C/100 AMP 5ML;7898123903833
GLICOSE 25% INJ CX C/200 AMP 10ML;17898415823013
CLORIDRATO DE REMIFENTANILA (GENÃ‰RICO) *A1* 2MG - PO LIOF. CARTUCHO C/ 5 FRASCOS-AMPOLA;7896676400588
CIS (BESILATO DE CISATRACÃŠRIO) 2MG/ML CX C/ 5 AMP X 5ML;7896676401653
VERSA (ENOXAPARINA SODICA) 40MG/0,4ML INJ CX C/6 SERINGAS 0,4ML + SISTEMA DE SEGURANCA;7891317118228
VASCER (PENTOXIFILINA) 20MG/ML INJ IV CX C/50 AMP 5ML;7896006226161
CLORETO DE SODIO 0,9% SISTEMA FECHADO 100ML CX C/ 100 BOLSAS;7896727841247
PROMETAZOL (CLORIDRATO DE PROMETAZINA) 50MG/2ML INJ CX C/100 AMP 2ML;7896137123780
FLUCONAZOL 2MG/ML S.FECHADO (ITEM GENERICO);7898153651988
BETAMETASONA,ACETATO 3MG,FOSF DISSOD 3MG;7896006221609
HEPARINA SODICA 5.000UI/0,25ML SUBCUTANE;7896676415445
BISACODIL 5MG;7896006257943
HALOPERIDOL 70,52MG, DECANOATO;7896676410907
RANITIDINA 150MG,CLORIDRATO (ITEM GENERICO);7896862918101
HALOPERIDOL 1MG;7896676405170
OMEPRAZOL 20MG OMEPRAZOL 20MG MCGRAN CAP GEL DURA (ITEM GENERICO);7898148290116
SULFAMETOXAZOL 200MG,TRIMETOPRIMA 40MG 50ML (ITEM GENERICO);7896112125266
FENOBARBITAL 200MG AMP X 2ML (CRISTALIA);7896676401295
TOBRAMICINA 3MG SOLUCAO OFTALMICA (CRISTALIA)  (ITEM GENERICO);7896676408003
FENTANILA, CITRATO 78,5MCG 5ML EQUIVALEN (CRISTALIA);7896676407655
DIPIRONA SODICA 500MG (PRATI DONADUZZI)  (ITEM GENERICO);7898148294121
BIPERIDENO 2MG,CLORIDRATO;7896676403251
ANLODIPINA 10MG, BESILATO (ITEM GENERICO);7896714211312
ESTRIOL 1MG/G;7896137113262
LORATADINA 10MG;7899095210226
MEBENDAZOL 100MG/5ML;7898133131608
ESCOVA DESC.P/ASSEPSIA DE MAOS PVPI (CRISTALIA);7896676411409
NIMODIPINA 30MG;7898049790593
NIMODIPINA 30MG (VITAMEDIC);7898049790593
AMINOFILINA 100MG (HIPOLABOR)  (ITEM GENERICO);7898470680487
SORO GLICOSADO 10% 250ML S.FECHADO (SANOBIOL);7898153651919
ONDANSETRONA 8MG/4ML,CLORIDRATO (HYPOFARMA)  (ITEM GENERICO);7898122913147
MIDAZOLAM 50MG (HIPOLABOR)  (ITEM GENERICO);7898123907480
CEFTRIAXONA 1G IV (TEUTO);7896112125440
SALBUTAMOL 100MCG SPRAY 200 DOSES (S)/;7898014561333
NIMODIPINO 30MG CX 30CPR   MIOCARDIL;7898049790593
SORO MANITOL 20% (200MG/ML) FRS  250ML;7897947706620
LEVOFLOXACINO 500MG CX 10CPR;7896004713120
CEFALEXINA 500MG CX 500CPR;7896112132257
AMOXICILINA + CLAV 1000/200MG SOL INJ 20FA   DOCLAXIN;7896014685332
BICARBONATO SODIO 8,4% C/200 AMP 10ML;7898415826017
OLEO MINERAL 100ML C/50;7898179711093
AMICACINA 250MG/ML CX 50AMP 2ML;7896112190707
AGUA P/ INJECAO 1000ML SISTEMA FECHADO CX C/12;7898153652527
EPINEFRINA 1MG/ML CX 100AMP 1ML   EFRINALIN;7896014688098
EFEDRINA 50MG/ML CX 25AMP 1ML   UNIFEDRINE;7896006238690
FENTANILA 0,05MG/ML CX 25FA 10ML (A1)   FENTANEST;7896676428841
FLUCONAZOL 2MG/ML CX 6 BOL 100ML;7898153651988
GLICOSE 05% 500ML CX C/30;7897947706545
HEPARINA SODICA 5.000UI CX 25AMP 0,25ML   HEMOFOL;7896676415445
HEPARINA SODICA 5.000UI/ML CX 25FA 5ML   HEPAMAX S;7896014655229
ACIDO TRANEXAMICO 250MG/5ML CX 5AMP 5ML;7896014670055
DIPIRONA SODICA 500MG/ML IM/IV CX 100AMP 2ML   SANTIDOR;7898404220147
SORO FISIOLOGICO 0,9% 250ML CX C/48;7897947706484
SULFATO DE MAGNESIO 500MG/ML 200 AMP 10ML;7898361700546
DARAPRIM 30CPR *M*;7898040323288
SULFATO FERROSO GTS 30ML *S*;7898014560510
TANDRILAX 15CPR *M*;7896658004704
DIGOXINA 0,25MG 30CPR *GENERICO*;7896112123170
BICARBONATO DE SODIO 8,4% INJ. 10ML - SAMTEC;7898415826017
DEFLAZACORTE 30MG C/10CP(12527);7895296277174
LACRIMA PLUS COLIRIO 15ML(3859);7896548113059
LEVOTIROXINA SOD.112MG C/30CP(2260)(MERCK);7891721020049
SOMALGIN CARDIO 100MG C/32CP(6182);7894916209908
LEVOTIROXINA SOD. 88MG C/30CP(1983)(MERCK);7891721019944
VALSARTANA 320MG C/30CP(1887);7896004732855
CLOR DE CICLOBENZAPRINA 10MG C/30CP(11512);7896523214658
PANTOPRAZOL 40MG C/28CP(4779);7898216361854
GINKOMED 80MG C/30CP(0419);7896523206479
MANTIDAN C/20CP##(9663);7891317000714
TRAVOPROSTA 0.04MG SOL.OFT.2.5ML(5532);7895296109017
FRESH TEARS 5 SOL 10ML(6748);7897316804810
TORVAL CR 500MG C/30CP##(6549);8902220105935
ANEMIFER XPE 100ML(2593);7898014560527
SULF DE GLICOSAMINA 1.5G C/30SAC(7686);7895296250016
SUC.DE DESVENLAFAXINA 100MG C/30CP(13285);7891317000530
CLOR DE DORZOLAMIDA SOL.OFT.5ML(12327);7895296186018
OLMES.MEDOX+HID.20/12.5MG C/30CP(9038);7891317123956
ESOMEPRAZOL 40MG C/28CP(12529);7895296128087
SLOW-K 600MG C/20DR(2193);7896261006553
CARVEDILOL 25MG C/30CP;7894916146449
HEMIT.DE ZOLPIDEM 10MG C/20CP(4097);7895296039031
ATORVASTATINA 10MG C/30CP(11978);7898075315395
PANTOPRAZOL 20MG C/28CP(12578);7895296199025
BACLOFENO 10MG C/20CP(12190);7896006209027
CLOR DE DULOXETINA 30MG C/30CP(10365);7895296354028
CIPROFIBRATO 100MG C/30CP(3577);7896714215976
INDAPAMIDA 1.5MG C/30CP(3556);7896004728827
TOPIRAMATO 100MG C/60CP(4327);7896004713045
TOPIRAMATO 25MG C/60CP(4323);7896004713038
CLOR DE SERTRALINA 50MG C/30CP(12450);7895296232081
DIPIRONA 500MG/ML 2 ML INJ. (DIPIFARMA) FARMACE;7898166041004
PREDNISONA 20MG C/10CPR FRAC CRISTALIA-C;7896676421774
CLONAZEPAN 2MG C/10CPR FRAC CRISTALIA (B1)-C;7896676411263
HIDROCLOROTIAZIDA 25 MG EN C/20 CPR GEN TEUTO;7896112165668
ESPIRONOLACTONA 25MG C/20CPR (ALDOSTERIN) ASPEN;7895858002381
OLEO MINERAL 100ML NATULAB;7898133138904
PROPRANOLOL 40MG C/20 CPR GEN PRATI;7898148295807
ISOSSORBIDA 40MG C/20CPR GEN ZYDUS;7898910350079
ALBENDAZOL 4  10ML SUSP.GEN PRATI;7898148292943
DIMETICONA 40MG C/20 CPR GEN TEUTO;7896112132813
METRONIDAZOL 250MG 20 CPR GEN PRATI;7898148294459
DICLOF. POTAS. 50MG  C/20CPR GEOLAB;7899095201316
ANLODIPINO 5MG C/20 CPR (BESILAPIN) - GEOLAB;7899095258037
FENOBARBITAL 100MG C/10CPR FRAC CRISTALIA (B1)-C;7896676403299
SULFATO FERROSO 40MG C/20CPR (MASFEROL) NATULAB;7899470801353
CAPTOPRIL 25MG C/20 CPR SANVAL;7896137101764
CARBONATO DE LITIO 300MG C/10 CP GEN HIPOLABOR(C1);7898123909354
DIPIRONA 500MG 10ML GTS GEN SOBRAL;7897732601871
ALCOOL 70  LTR ( ANTISSEPTICO) FARMAX;7896902212213
ACTILYSE 50MG 1FR AMP - BOEHRINGER INGELHEIM;7896026301633
SULFA+TRI 200+40/5ML SUSP 100ML GEN-TEUT;7896112127536
AGUA P/ INJECAO 14BSA 1000ML-BEKER;7898170786250
CEFALEXINA SUSP 250MG 60ML GEN-TEUTO;7896112128885
AMOXIC.+CLAVUL(DOCLAXIN)1G 20FAM-BLAU;7896014685332
CLOR.DE SODIO 0,9% 200AMP 10ML PL-SAMTEC;7898415822019
CLOR.DE SODIO 20% 200AMP 10ML PL-FARMACE;7898166040380
OXIMETAZOLINA 0,50MG/ML AD.30ML GEN-EMS;7896004713724
SULFA+TRI 200+40/5ML SUSP 100ML GEN-TEUT-2753135 (12)02/19;7896112127536
SOL.CL.DE SODIO 0,9% 16FRS 1000ML-EUROFARMA;7898919447442
SINVASTATINA 20MG 30CP GEN-CIMED;7896523215235
SULF.EFEDRINA 50MG/ML 50AMP 1ML GEN-HIPOLABOR D1;7898470682825
SUXAMETONIO(SUCCINIL COLIN)100MG FAM-U.QUIMICA;7896006288404
ENTEROFTAL 40MG 20CP-PHARMASCIENCE;7898014560718
SIMETICONA GTS 10ML C/200-GEN-PRATI DON;7898148290352
REIDRATANTE ORAL(PRATI-SAL)50 ENV -27,9G-PRATI DONADUZZI;7898148293780
BICARBONATO DE SODIO 8,4%;7898415826017
ENOXAPARINA 60MG/0,6ML IV/SC C/2 SER C/DISP SEG (VERSA) EUROFARMA;7891317487331
POLIESTIRENOSSULFATO DE CALCIO 900MG/G  ENV 30G (CALNATE) EUROFARMA;7891317465025
AMOXICILINA 1G+ CLAV. POTASSIO 200MG IV C/20FA (DOCLAXIN) BLAU;7896014685332
CLORETO DE SODIO 0,9% 100ML EUROFARMA;7898919447411
CLORETO DE SODIO 0,9% 250ML EUROFARMA;7898919447428
RINGER LACT 500 ML FRESENIUS;7897947706644
NITROGLICERINA 5 MG/ML 5ML C/10 (TRIDIL) CRISTALIA;7896676415308
OMEPRAZOL 20MG C/560 CAPS GEN PRATI DONADUZZI;7898148290116
GLICOSE 5% 500 ML  EUROFARMA;7898919447534
FENTANILA 0,05MG/ML 10ML C/50 AMP P344/98 GEN HIPOLABOR A1;7898470680807
REMIFENTALINA 2MG IV C/5 FA P344/98 (REMIFAS) CRISTALIA A1;7896676416251
SEVOCRIS (SEVOFLURANO) *C1* CX C/ 1 FR X 100ML;7896676408331
ESKAVIT (FITOMENADIONA) 10MG/ML INJ CX C/50 AMP 1ML (IM/SC));7898123906308
BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA GEN 20MG/5ML+2,5G/5ML INJ CX C/100 AMP 5 ML;7898123906759
GLICOSE 5% CX C/20 FRASCOS X 500ML;7898153652381
RINGER COM LACTATO DE SODIO CX C/20 FRASCOS X 500ML;7898153652473
GLICOSE 5% CX C/40 FRASCOS X 250ML;7898153652374
BEPEBEN (BENZILPENICILINA BENZATINA) 1.200.000UI PO INJ CX C/50 FA;7896112125051
CLORETO DE SÃ“DIO 0,9% CX C/20 FRASCOS X 500ML;7898153652336
ROPI (CLORIDRATO DE ROPIVACAÃ�NA) 10 MG SOL INJ CX C/5 FA X 20ML EM ESTOJOS ESTERILIZADOS;7896676415568
DIMORF (SULFATO DE MORFINA) *A1* 0,2 MG/ML CX C/50 AMP X 01ML EM ESTOJOS ESTERILIZADOS;7896676400182
ENEMA DE GLICERINA 12% CX C/24 FRASCOS X 500ML;7898153650097
AGUA PARA INJEÃ‡ÃƑO CX C/12 FRASCOS X 1000ML;7898153652527
CLORIDRATO DE MIDAZOLAM GEN. *B1* 1MG/ML INJ CX C/100 AMP 5ML;7898123907473
NARCAN (CLORIDRATO DE NALOXONA) 0,4MG CX C/ 10 AMPOLAS X 1ML;7896676408225
GLICERINA 12% 500ML C/SONDA;7898153650097
DIMETICONA 75MG/ML  10ML;7899470807188
VALPROATO DE SODIO 288MG (EQUIVALENTE A (TEUTO)  (ITEM GENERICO);7896112148883
HIDROCORTISONA 100MG,SUCCINATO SODICO;7898208147954
AMPICILINA SODICA 1000MG (ITEM GENERICO);7896112192152
HALOPERIDOL 5MG/ML (CRISTALIA);7896676405156
ACIDO TRANEXAMICO 250MG/5ML (NIKKHO);7897460400364
SEVOFLURANO 100ML (BIOCHIMICO)  (ITEM GENERICO);7897406113044
DEXCLORFENIRAMINA 2MG/5ML, MALEATO 100ML (HIPOLABOR)  (ITEM GENERICO);7898470682153
CARVEDILOL 3,125MG (EMS)  (ITEM GENERICO);7896004731261
CIMETIDINA 300MG (HYPOFARMA);7898122910313
SORO FISIOLOGICO 0,9% 100ML S.FECHADO (EQUIPLEX);7898007677157
ATRACURIO 25MG, BESILATO (CRISTALIA);7896676410945
DIGOXINA 0,25MG (ITEM GENERICO);7896112123088
GLICOSE 50%;7898361700034
DIOSMINA 450MG, HESPERIDINA 50MG;7896714221847
SAIS P/REIDRATACAO ORAL (S);7898148293780
CLORETO DE SODIO 0,9% 10 ML (G);7898166040342
DIMETICONA 40MG COMP (G);7898148290314
NISTATINA 25.000UI/GR CREME VAG 60GR+ 14APL;7896112147169
NITROGLICERINA 5MG/ML CX 10AMP 5ML   TRIDIL;7896676415308
HIDROXIETILAMIDO 130/0,4 500ML   VOLUVEN 6%;7897947708846
AMINOFILINA 24MG/ML  10ML CX 50AMP;7896112190738
AGUA P/ INJECAO 10ML CX C/200 AMP;7898415821012
GLICOSE 50% CX 200AMP 10ML;17898415823112
SIMETICONA 75MG/ML GTS 10ML (MORANGO)   LUFBEM;7899470807188
ISOSSORBIDA 10MG CX 30CPR   ISORDIL;7894916550086
IVERMECTINA 6MG 4CPR *GENERICO*;7896714212708
SOL. CLORETO DE SODIO 0,9% 100ML FRASCO - EUROFARMA;7898919447411
ALCOOL 70% 1L ANTISSEPTICO - RIOQUIMICA;7897780208275
AGUA BI DESTILADA 500ML FRASCO - EUROFARMA;7898919447398
VASELINA 1L - RIOQUIMICA;7897780202563
VERSA 20MG C/ DISP 6 SER PREENCH X 0,2 ML;7891317118242
GANFORT SOL.OFTAL.3ML(6843);7897316805053
NEUTROFER FOLICO C/30CP(7982);7894916500425
ARTROLIVE C/30CP(6639);7896658004858
COMBIGAN COLIRIO 5ML (5097);7897316804926
NOCTAL 2MG C/20CP##(9227);7891158000195
TOPCOID GEL 40G(1822);7896006280507
INELATTE C/60TABL 400G CHOCOLATE;7896658033162
LATANOPROSTA 0.05MG OFT.2.5ML;7899095238299
VALPAKINE 500MG C/40CP##(7049);7897595900531
TARTAR DE METOPROLOL 100MG C/30CP(13008);7896472511051
VALSARTANA 160MG C/30CP(1895);7896004732848
EZETIMIBA+SINVAST.10/40MG C/30CP(14499);7896004749167
OPTOCARE UL 10ML(10760);7898902180530
BERINERT 500UI 1FA+DIL 10ML+DISP;7897499400014
DICLOR DE PRAMIPEXOL 1MG C/30CP;7896004743080
ARIPIPRAZOL 15MG C/30CP;7897595627049
FUM DE QUETIAPINA 200MG C/30CP(2922);7896004730387
NATULAXE 34MG C/20CP(3801);7898133136382
TROMBOFOB GEL 40G(7300);7896255717885
NEUTROFER FOLICO C/20 FLACONETES C/5ML;7894916500432
MELLERIL 100MG C/20CP##(8087);7898168000450
NEUTROFER FOLICO GOTAS 30ML;7894916501736
OPTIVE SOL.COL.10ML;7897316806371
FLUFENAN DEP. 25MG C /50X1ML CRISTALIA (C1) S;7896676401493
RISPERIDONA 2MG C/30CPR (VIVERDAL) UQF (C1);7896006227564
CLORETO POTASSIO 19,1% 200AMP 10ML PL-FARMACE;7898166040427
BESIL.CISATRACURIO(CIS) 2MG/ML 5AMP 5ML-CRISTALIA 2 A 8;7896676401653
AGUA P/ INJECAO 50BSA 250ML-BEKER;7898170786236
ENCRISE 20U 10AMP 1ML-BIOLAB;7896112412113
LOPERAMIDA(KAOSEC)2MG 200CP-PHARMASCIENCE C1;7898014560817
ADENOSINA 3MG/ML 50AMP 2ML GEN-HIPOLABOR;7898470681804
BACLOFENO(BACLOFEN) 10MG 20CP-TEUTO;7896112127178
GLICEROL(GLYCELAX) INFANTIL C/6 SUPOSIT.-PHARMASCIENCE;7898014561340
METILPREDNISOLONA 125MG 25FAM+DILGEN-NOVAFARMA;7898208148555
SOL.DE MANITOL 20% 50BSA 250ML-FRESENIUS;7897947701120
SOL.CL.DE SODIO 0,9% 500ML 24BSA-BEKER;7898170786106
OLEO MINERAL FR 100ML-IMEC;7898179711093
REPOFLOR 200MG C/6CAPS-EMS/LEGRAND;7896004720838
ISOFLURANO(ISOFORINE) 100% FR 100ML-CRISTALIA C1;7896676405323
VASELINA LIQUIDA 1 LITRO-FARMAX;7896902211827
SOL.CL.DE SODIO 0,9% 250ML 50BSA-H.ISTA;7896727841308
BROMOPRIDA 10MG 50AMP 2ML GEN-NOVAFARMA;7898208149835
PROMETAZINA 50MG(PAMERGAN)50AMP 2ML-CRISTALIA;7896676403503
AGUA P/ INJECAO 30FRS 250ML-EUROFARMA;7898919447381
DIAZEPAM 10MG 100AMP 2ML GEN-SANTISA B1;7898404220673
ENOXAPARINA(VERSA) 60MG C/2 SER.-EUROFARMA;7891317487331
SOL.DE GLICOSE 5% 250ML 50BSA-BEKER;7898170786137
SULF.MAGNESIO 10% 200AMP 10ML PL-ISOFARMA;7898361700096
BROM.ROCURONIO 10MG/ML 12FAM 5ML GEN-EUROFARMA 2 A 8;7891317458843
ROPIVACAINA 10MG/ML 5AMP 20ML GEN-TEUTO;7896112168492
CLOR.DE SODIO 0,9% 200AMP 10ML PL-ISOFARMA;7898361700041
DEXMEDETOMIDINA(EXTODIN) 100MCG/ML 5FAM 2ML-U.QUIMICA C1;7896006210474
PREDNISONA 5MG 600CP GEN-PRATI DONADUZZI;7898148290871
SOL.CL.DE SODIO 0,9% 30FRS 250ML-EUROFARMA;7898919447428
SORO GLICOSADO 5% 500ML S.FECHADO;7898153652381
BICARBONATO DE SODIO 8,4% 250ML S.FECHAD;7898122913369
AGUA PARA INJECAO 1000ML S.FECHADO;7898153652527
SORO GLICOSADO 5% 250ML S.FECHADO;7898153652374
SORO FISIOLOGICO 0,9% 1000ML S.FECHADO;7898153652343
GANCICLOVIR 1MG/ML SOL. INJ. 1BLS 250ML (CYMEVIR) - HALEX ISTAR;7896727842756
AGUA DESTILADA C/200AMP 10ML;7898007676051
