,CodigoNFe,DataEmissao,MunicipioEmitente,unidadecomercial,quantidadecomercial,valorunitariocomercial,DescricaoProduto,CLEAN
22512,1033675,2018-05-16,RIO DE JANEIRO,AMP,2000.0,2.8,HIOSCINA COMPOSTA 4MG/ML(ESCOPOLAMINA+DIPIRONA 500MG/ML)5ML AMPOLA.UNIAO QUIMICA,7896112142973
22690,1036153,2018-05-02,Armacao dos Buzios,CP,6000.0,0.38,BUTIL ESCOPOLAMINA + DIPIRONA. 10MG+250-COMP.,N/I
22739,1036597,2018-05-08,N/I,CPR,50000.0,0.14,DIPIRONA SODICA 500MG COMPRIMIDO GREENPHARMA,742832304856
22843,1036621,2018-05-22,N/I,CPR,25000.0,0.14,DIPIRONA SODICA 500MG COMPRIMIDO GREENPHARMA,742832304856
22894,1036643,2018-05-09,N/I,CPR,50000.0,0.14,DIPIRONA SODICA 500MG COMPRIMIDO GREENPHARMA,742832304856
22935,1037563,2018-05-08,N/I,CPR,5060.0,0.1829,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,742832304856
22956,1037579,2018-05-11,N/I,CPR,1000.0,0.0903,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,742832304856
22957,1037579,2018-05-11,N/I,CPR,19000.0,0.0903,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,742832304856
22958,1037579,2018-05-11,N/I,FR,1000.0,0.7923,DIPIRONA SODICA 500MG/ML 10ML MARIOL,7898917592076
22962,1037579,2018-05-11,N/I,FR,50.0,8.781,"HIOSCINA + DIPIRONA 10MG/ML - FR.20ML 6,67MG/ML + 333,4MG SEDALOL COMPOSTO HIPOLABOR",7898470680388
22997,1037622,2018-05-23,N/I,AMP,200.0,2.0,HIOSCINA + DIPIRONA 5ML HIPOLABOR,7898123906759
23501,1043535,2018-05-29,N/I,AMP,1200.0,0.45,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
23504,1043536,2018-05-29,N/I,AMP,2000.0,0.45,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
23516,1043989,2018-05-02,Cachoeiras de Macacu,CP,120.0,0.2,"CARVEDILOL 12,5MG CP.",7896112411314
23576,1044132,2018-05-15,Cachoeiras de Macacu,AMP,200.0,2.33,00000023957 - N - BUTILESCOPOLAMINA + DIPIRONA4 + 500MG/ML - M,N/I
23621,1044176,2018-05-18,Cachoeiras de Macacu,CP,2000.0,0.18,"CARVEDILOL 12,5MG CP. (Item: )",7896112411314
23900,1046251,2018-05-02,NITEROI,AP,1000.0,0.495,DIPIRONA SODICA 1G/ML 2ML - LT: 11524517 - VAL: 01/12/2019,N/I
23915,1046281,2018-05-04,N/I,AMP,1000.0,0.78,DIPIRONA  500MG ML 2ML AP (DIPIFARMA)  LT:DP18A011  VAL:01 20,N/I
23969,1046301,2018-05-30,N/I,COMP,2010.0,0.11,DIPIRONA 500MG CP,N/I
24340,1046945,2018-05-04,N/I,CP,3000.0,0.48,"CARVEDILOL 12,5MG",7896112411314
24519,1047984,2018-05-03,Sao Joao de Meriti,FRAS,5000.0,2.79,DIPIRONA SODICA 500 MG/ML GOTAS,7896862940027
24785,1048817,2018-05-22,3300456,CP,6800.0,0.7,"CARVEDILOL 12,5MG",7896112411314
24847,1049191,2018-05-11,N/I,UND,50.0,2.56,ESCOPOLAMINA+DIPIRONA 5ML LT: 17090867 VL: 09/2019,N/I
25176,1066290,2018-05-08,N/I,UN,2.0,2.3,DIPIRONA 500 EMS 10CP,N/I
25541,1076625,2018-06-04,N/I,AMP,200.0,1.33,HIOSCINA + DIPIRONA 5ML GENERICO HIPOLABOR,7898123906759
25594,1076683,2018-06-12,N/I,AMP,600.0,3.0003,HIOSCINA + DIPIRONA 5ML GENERICO HIPOLABOR,7898123906759
25605,1076695,2018-06-13,N/I,AMP,200.0,2.33,HIOSCINA + DIPIRONA 5ML GENERICO HIPOLABOR,7898123906759
26139,1077977,2018-06-12,Nilopolis,CPR,974.0,0.17,Dipirona Sodica 500 mg Generico Green Pharma,742832304856
26333,1084370,2018-06-19,N/I,UN,60.0,24.0,"BICARBONATO DE SODIO 8,4% SOL INJ 250ML/ISOFARMA",7898122913260
26431,1084392,2018-06-26,N/I,UN,1500.0,0.09,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
26432,1084393,2018-06-27,N/I,UN,50.0,12.0,BUTILBROMETO DE ESCOP.+ DIPIRONA SOL OR 20ML FR/FARMACE,7898166042308
26484,1085088,2018-06-05,N/I,UN,1.0,14.38,TROPINAL CX C/20 COMP-SIMILAR,7894916208154
26522,1085113,2018-06-19,N/I,UN,2.0,95.75,DIPIRONA SODIC 500MG 24X10CP EMS-GENERICO,7896004703398
26523,1085113,2018-06-19,N/I,UN,30.0,7.63,DIPIRONA SODIC GTS 20ML GMD-GENERICO,7896004719122
26531,1085720,2018-06-04,RIO DE JANEIRO,AMP,4500.0,1.07,HIOSCINA (N-BUTILESCOPOLAMINA) 20MG/ML - 1ML   (HIOSCINA (N-BUTILESCOPOLAMINA) 20MG/ML - 1ML,7898123906759
26533,1085721,2018-06-04,RIO DE JANEIRO,AMP,15500.0,1.07,HIOSCINA (N- BUTILESCOPOLAMINA) 20MG/ML - 1ML   (HIOSCINA (N- BUTILESCOPOLAMINA) 20MG/ML - 1ML ),7898123906759
26535,1085728,2018-06-21,RIO DE JANEIRO,CPR,11510.0,0.14,DIPIRONA 500MG (DIPIRONA 500MG),742832304856
26598,1089887,2018-06-20,N/I,CX,2.0,29.487,DIPIRONA G. EMS 500 MG 24X10 CP,7896004703398
29313,1103495,2018-06-05,N/I,UN,300.0,12.5,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SODICA,N/I
29364,1104872,2018-06-13,N/I,UN,2.0,0.43,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 10 MG/ML,N/I
29624,1108476,2018-06-19,RIO DE JANEIRO,AMP,2000.0,2.8,HIOSCINA COMPOSTA 4MG/ML(ESCOPOLAMINA+DIPIRONA 500MG/ML)5ML AMPOLA.UNIAO QUIMICA,7896112142973
29679,1108614,2018-06-25,N/I,AMP,1000.0,0.78,DIPIRONA  500MG ML 2ML AP (DIPIFARMA) LT DP18A011 VL 01 2020,N/I
29694,1108919,2018-06-18,N/I,UN,1.0,56.01,DIPIRONA DISPLAY 24 X 10 CPR GEN (-) LEGRAND,7894916143226
29764,1111108,2018-06-19,Armacao dos Buzios,CP,12000.0,0.38,BUTIL ESCOPOLAMINA + DIPIRONA. 10MG+250-COMP.,N/I
29775,1111109,2018-06-19,Armacao dos Buzios,CP,12000.0,0.38,BUTIL ESCOPOLAMINA + DIPIRONA. 10MG+250-COMP.,N/I
29818,1111612,2018-06-04,N/I,CPR,25500.0,0.1292,DIPIRONA SODICA 500MG COMPRIMIDO GREENPHARMA,742832304856
29862,1111636,2018-06-13,N/I,CPR,60.0,0.19,HIOSCINA  - N-BUTILBROMETO + DIPIRONA 10/250MG PHARLAB,7898216361618
29978,1112343,2018-06-11,N/I,FR,6816.0,0.7607,DIPIRONA SODICA 500MG/ML 10ML GENERICO MARIOL,7898917592076
30010,1112382,2018-06-18,N/I,AMP,200.0,2.0,HIOSCINA + DIPIRONA 5ML HIPOLABOR,7898123906759
30038,1112427,2018-06-28,N/I,CPR,5060.0,0.1829,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,742832304856
30043,1112445,2018-06-27,N/I,CPR,5060.0,0.1829,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,742832304856
30050,1113421,2018-06-19,NILOPOLIS,CPR,53600.0,0.08,Dipirona Sodica 500 mg Generico Green Pharma,742832304856
30083,1113598,2018-06-14,N/I,UN,90.0,1.65,DIPIRONA 300MG SUPOSITORIO INFANTIL  SANOFI Lt:111157 Val:30/05/2019,N/I
30364,1118305,2018-06-15,N/I,AMP,480.0,0.435,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
30367,1118306,2018-06-15,N/I,AMP,960.0,0.435,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
30369,1118307,2018-06-15,N/I,AMP,960.0,0.435,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
30374,1118308,2018-06-15,N/I,AMP,1000.0,0.435,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
30523,1118832,2018-06-12,Cachoeiras de Macacu,CP,2000.0,0.18,"CARVEDILOL 12,5MG CP. (Item: )",7896112411314
30648,1118949,2018-06-22,Cachoeiras de Macacu,AP,50.0,1.31,HIOSCINA + DIPIRONA 5ML AP,N/I
30663,1118961,2018-06-25,Cachoeiras de Macacu,AMP,600.0,2.33,00000023957 - N - BUTILESCOPOLAMINA + DIPIRONA4 + 500MG/ML - M,N/I
30708,1119005,2018-06-28,Cachoeiras de Macacu,AP,500.0,2.65,HIOSCINA + DIPIRONA 5ML AP,N/I
30954,1121419,2018-06-15,N/I,AMP,100.0,0.51,DIPIRONA  500MG ML 2ML AP (DIPIFARMA) LT DP18A011 VAL 15 01 2020,N/I
30958,1121420,2018-06-20,N/I,AMP,100.0,0.51,DIPIRONA  500MG ML 2ML AP (DIPIFARMA) LT DP18A011 VAL 15 01 2020,N/I
31245,1122101,2018-06-28,N/I,CP,45000.0,0.48,"CARVEDILOL 12,5MG",7896112411314
31431,1123164,2018-06-25,Sao Joao de Meriti,FRAS,4000.0,2.79,DIPIRONA SODICA 500 MG/ML GOTAS,7896862940027
31435,1123169,2018-06-25,Sao Joao de Meriti,FRAS,500.0,2.79,DIPIRONA SODICA 500 MG/ML GOTAS,7896862940027
31439,1123173,2018-06-25,Sao Joao de Meriti,FRAS,4500.0,2.79,DIPIRONA SODICA 500 MG/ML GOTAS,7896862940027
31440,1123174,2018-06-25,Sao Joao de Meriti,FRAS,5000.0,2.79,DIPIRONA SODICA 500 MG/ML GOTAS,7896862940027
31729,1134382,2018-06-07,PETROPOLIS,UN,3.0,5.99,"DIPIRONA SODICA 500MG 10 COMP,",N/I
31734,1134383,2018-06-14,PETROPOLIS,UN,10.0,5.99,"DIPIRONA SODICA 500MG 10 COMP,",N/I
32353,1152560,2018-07-10,N/I,AMP,400.0,2.33,HIOSCINA + DIPIRONA 5ML GENERICO HIPOLABOR,7898123906759
32691,1153903,2018-07-09,Nilopolis,CPR,1000.0,0.17,Dipirona Sodica 500 mg Generico Green Pharma,742832304856
32815,1156746,2018-07-12,N/I,UN,500.0,0.1,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
32874,1156778,2018-07-30,N/I,UN,10000.0,0.21,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
32935,1156787,2018-07-31,N/I,UN,60.0,24.0,"BICARBONATO DE SODIO 8,4% SOL INJ 250ML/ISOFARMA",7898122913260
32973,1156791,2018-07-31,N/I,UN,500.0,0.119,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
32998,1157556,2018-07-04,N/I,UN,1.0,14.38,TROPINAL CX C/20 COMP-SIMILAR,7894916208154
33042,1158226,2018-07-16,RIO DE JANEIRO,AMP,11850.0,1.3,N-BUTILBROMETO DE ESCOPOLAMINA 4MG/ML + DIPIRONA SODICA 500MG/ML SOLUCAO INJETAVEL AMPOLA 5ML,7898123906759
33057,1158227,2018-07-16,RIO DE JANEIRO,AMP,11850.0,1.3,N-BUTILBROMETO DE ESCOPOLAMINA 4MG/ML + DIPIRONA SODICA 500MG/ML SOLUCAO INJETAVEL AMPOLA 5ML,7898123906759
33094,1158246,2018-07-27,RIO DE JANEIRO,CPR,6000.0,0.49,"ESCOPOLAMINA BUTILBROMENTO, ASSOCIADA COM DIPIRONA SODICA, 10MG + 250MG  - PHARLAB",7898216361618
33101,1158254,2018-07-31,RIO DE JANEIRO,CPR,170000.0,0.14,DIPIRONA 500MG   (DIPIRONA 500MG),742832304856
33102,1158254,2018-07-31,RIO DE JANEIRO,CPR,112490.0,0.14,DIPIRONA 500MG   (DIPIRONA 500MG),742832304856
33103,1158254,2018-07-31,RIO DE JANEIRO,CPR,306000.0,0.14,DIPIRONA 500MG   (DIPIRONA 500MG),742832304856
33222,1167576,2018-07-04,N/I,UN,800.0,1.0,BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA 5 - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33225,1167579,2018-07-05,N/I,AP,1000.0,1.76,ESCOPOLAMINA BUTILBROMETO  DIPIRONA 4MG ML  500MG ML AMP 5ML - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33270,1167593,2018-07-09,N/I,UN,800.0,1.0,BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA 5 - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33348,1167640,2018-07-18,N/I,UN,1000.0,1.76,BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA 500MGML 5ML - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33366,1167662,2018-07-25,N/I,UN,1198.0,1.76,ESCOPOLAMINADIPIRONA SOL INJ - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33368,1167663,2018-07-25,N/I,UN,993.0,1.76,ESCOPOLAMINADIPIRONA SOL INJ - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33370,1167664,2018-07-25,N/I,UN,9.0,1.76,ESCOPOLAMINADIPIRONA SOL INJ - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33378,1167677,2018-07-27,N/I,UN,1500.0,1.55,BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA SOL INJ C100 - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33386,1167684,2018-07-30,N/I,UN,1500.0,1.55,BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA SOL INJ C100 - Lote: HC17M198 Validade: 31/12/2019,7898166040670
33406,1168538,2018-07-13,N/I,UN,210.0,20.74,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
33422,1168561,2018-07-23,N/I,UN,70.0,19.4746,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
33428,1168573,2018-07-27,N/I,UN,5.0,20.75,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
33429,1168573,2018-07-27,N/I,UN,10.0,20.75,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
33613,1168767,2018-07-26,SANTO ANTONIO DE PADUA,CX,170.0,10.0,DIPIRONA SODICA 500MG CX 100 COMPR GEN,742832304719
36553,1176330,2018-07-06,N/I,UN,500.0,0.34,DIPIRONA 500MG,N/I
36653,1176353,2018-07-30,N/I,UN,500.0,0.34,DIPIRONA 500MG,-1
36796,1179704,2018-07-30,RIO DE JANEIRO,AMP,2000.0,2.8,HIOSCINA COMPOSTA 4MG/ML(ESCOPOLAMINA+DIPIRONA 500MG/ML)5ML AMPOLA.UNIAO QUIMICA,-1
37181,1182976,2018-07-11,N/I,AMP,3000.0,2.8,HIOSCINA  - N-BUTILBROMETO COMPOSTA AMPOLA 5ML HYPOFARMA,7898122910894
37186,1182976,2018-07-11,N/I,CPR,60.0,0.19,HIOSCINA  - N-BUTILBROMETO + DIPIRONA 10/250MG PHARLAB,7898216361618
37278,1183602,2018-07-05,N/I,FR,20.0,1.14,DIPIRONA SODICA 500MG/ML 10ML MARIOL,7898917592076
37309,1183662,2018-07-18,N/I,FR,5.0,1.9238,DIPIRONA SODICA 300MG SUPOSITORIO INFANTIL MONO-HIDRATADA SANOFI-AVENTIS,7891058467098
37310,1183662,2018-07-18,N/I,FR,5.0,1.9238,DIPIRONA SODICA 300MG SUPOSITORIO INFANTIL MONO-HIDRATADA SANOFI-AVENTIS,7891058467098
37611,1184643,2018-07-26,N/I,UN,90.0,1.65,DIPIRONA 300MG SUPOSITORIO INFANTIL  SANOFI,-1
37659,1184920,2018-07-16,N/I,amp,600.0,4.82,HIOSCINA + DIPIRONA 20ML FARMACE V.03/20 L.ED18C146,N/I
37660,1184923,2018-07-16,N/I,fr,600.0,4.82,HIOSCINA + DIPIRONA 20ML FARMACE V.03/20 L.ED18C146,N/I
37724,1185409,2018-07-02,N/I,UN,1.0,13.36,DIPIRONA SODICA 50MG 100ML P.M.C. 13.19,7896004715650
37725,1185409,2018-07-02,N/I,UN,2.0,13.36,DIPIRONA SODICA 50MG 100ML P.M.C. 13.19,7896004715650
37805,1188325,2018-07-03,N/I,AMP,200.0,1.6,ESCOPOLAMINA 4MG ML + DIPIRONA SODICA 500MG ML 5ML CX C\ 100 AMP HIPOLABOR,N/I
37808,1188325,2018-07-03,N/I,FR,10.0,1.248,DIPIRONA GOTAS 10ML - CX 100 CX C\ 100 FR FARMACE,N/I
37839,1188339,2018-07-16,N/I,AMP,315.0,0.56,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
37840,1188340,2018-07-16,N/I,AMP,315.0,0.56,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
37850,1188344,2018-07-17,N/I,AMP,1285.0,0.56,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
37856,1188346,2018-07-18,N/I,AMP,1285.0,0.56,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
39346,755100,2018-01-22,N/I,CPR,3500.0,0.09,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39428,755134,2018-01-26,N/I,CPR,4500.0,0.18,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39429,755134,2018-01-26,N/I,CPR,6500.0,0.18,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39451,755146,2018-01-30,N/I,CPR,3000.0,0.09,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39453,755148,2018-01-30,N/I,CPR,5000.0,0.09,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39454,755149,2018-01-30,N/I,CPR,5000.0,0.09,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39481,755155,2018-01-31,N/I,CPR,1000.0,0.09,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39482,755155,2018-01-31,N/I,CPR,500.0,0.09,DIPIRONA SODICA 500 MG GENERICO GREEN PHARMA,742832304856
39643,757220,2018-01-04,N/I,UN,30.0,12.0,"ESCOPOLAMINA BUTILBROMETO 6,67+333,4MG/ML GTS 20ML/NATULAB",7899470802565
39677,757235,2018-01-17,N/I,UN,60000.0,0.1885,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
39678,757235,2018-01-17,N/I,UN,60000.0,0.1885,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
39679,757235,2018-01-17,N/I,UN,60000.0,0.1885,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
39788,758345,2018-01-02,RIO DE JANEIRO,CPR,13180.0,0.14,DIPIRONA 500MG ( DIPIRONA 500MG ),742832304856
39791,758349,2018-01-26,RIO DE JANEIRO,CPR,270820.0,0.14,DIPIRONA 500MG ( DIPIRONA 500MG ),742832304856
39792,758349,2018-01-26,RIO DE JANEIRO,CPR,116000.0,0.14,DIPIRONA 500MG ( DIPIRONA 500MG ),742832304856
39902,1188809,2018-07-02,Cachoeiras de Macacu,AMPOLA,9000.0,1.15,HIOSCINA + DIPIRONA / ESCOPOLAMINA SOLUCAO INJETAVEL IM/IV 20MG/ML + 500MG/ML AMPOLA 5ML,N/I
39931,1188875,2018-07-09,Cachoeiras de Macacu,AMP,600.0,2.33,00000023957 - N - BUTILESCOPOLAMINA + DIPIRONA4 + 500MG/ML - M,N/I
39957,1188920,2018-07-11,Cachoeiras de Macacu,AMPOLA,400.0,2.3496,BUTILBROMETO DE ESCOPOLAMINA 4MG/ML + DIPIRONA 500mg/ml,N/I
40408,1191411,2018-07-11,N/I,COMP,500.0,0.11,DIPIRONA 500MG CP LOTE: 18F124 VAL: 05 20,N/I
40414,1191412,2018-07-11,N/I,COMP,500.0,0.11,DIPIRONA 500MG CP LOTE: 18F124 VAL: 05 20,N/I
40432,1191420,2018-07-26,N/I,AMP,960.0,0.69,DIPIRONA  500MG ML 2ML AP (DIPIFARMA)LT: 2658314   VAL: 04 19,N/I
40955,1193050,2018-07-05,Sao Joao de Meriti,FR,1009.0,0.89,DIPIMED 500MG/ML 10ML,7896862940027
41018,1193070,2018-07-23,Sao Joao de Meriti,AP,4800.0,0.3,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
41055,1193522,2018-07-24,N/I,UN,30.0,1.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA (HIOSCINA COMPOSTA) FRS 20 ML - HIPOLABOR,1000069390240
41063,1193524,2018-07-24,N/I,UN,13.0,1.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA (HIOSCINA COMPOSTA),1000069390240
41068,1193528,2018-07-25,N/I,UN,200.0,3.1,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA (HIOSCINA COMPOSTA),1000069390240
41620,1208099,2018-07-17,Niteroi,CX,250.0,0.3,COMP DIPIRONA 500 MG,N/I
41621,1208099,2018-07-17,Niteroi,CX,50.0,1.0,DIPIRONA 500 MG AMPOLA,N/I
41965,1220329,2018-07-23,N/I,UN,4.0,10.29,DIPIRONA GT.EMS 20ML,7896004718446
42317,1222251,2018-08-23,N/I,AMP,40.0,1.596,ESCOPOLAMINA 4MG/ML + DIPIRONA 500MG/ML - 5ML Fabricante: HYPOFARMA,7898122910894
42318,1222251,2018-08-23,N/I,AMP,200.0,1.596,ESCOPOLAMINA 4MG/ML + DIPIRONA 500MG/ML - 5ML Fabricante: HYPOFARMA,7898122910894
42323,1222253,2018-08-23,N/I,AMP,200.0,1.596,ESCOPOLAMINA 4MG/ML + DIPIRONA 500MG/ML - 5ML Fabricante: HYPOFARMA,7898122910894
42324,1222253,2018-08-23,N/I,AMP,40.0,1.596,ESCOPOLAMINA 4MG/ML + DIPIRONA 500MG/ML - 5ML Fabricante: HYPOFARMA,7898122910894
42363,1223477,2018-08-10,Nilopolis,CPR,1000.0,0.17,Dipirona Sodica 500 mg Generico Green Pharma,742832304856
42514,1227182,2018-08-06,N/I,UN,120.0,18.3,"BICARBONATO DE SODIO 8,4% SOL INJ 250ML/ISOFARMA",7898122913260
42604,1227221,2018-08-16,N/I,UN,10000.0,0.1885,DIPIRONA SODICA 500MG COMP/PRATI-DONADUZZI,7898148294121
42762,1227248,2018-08-24,N/I,UN,60.0,24.0,"BICARBONATO DE SODIO 8,4% SOL INJ 250ML/ISOFARMA",7898122913260
42838,1227273,2018-08-28,N/I,UN,405.0,18.3,"BICARBONATO DE SODIO 8,4% SOL INJ 250ML/ISOFARMA",7898122913260
42873,1228172,2018-08-27,N/I,UN,1.0,23.64,MIONEVRIX C/20COMP-OUTROS,7896658001512
42884,1228176,2018-08-29,N/I,UN,1.0,103.14,DIPIRONA 500MG 240 CPR NQ-GENERICO,7895296210959
42887,1228177,2018-08-29,N/I,UN,1.0,23.64,MIONEVRIX C/20COMP-OUTROS,7896658001512
43054,1242553,2018-08-17,N/I,UN,1000.0,1.0,BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA SOL INJ C100 - Lote: HC17M198 Validade: 31/12/2019,7898166040670
43115,1242581,2018-08-28,N/I,UN,1000.0,1.0,BUTILBROMETO ESCOPOLAMINA 4MGMLDIPIRONA SODICA SOL INJ C100 - Lote: HC17M198 Validade: 31/12/2019,7898166040670
43141,1242600,2018-08-30,N/I,UN,1.0,1.76,ESCOPOLAMINADIPIRONA SODICA SOL INJ - Lote: HC17G091 Validade: 07/07/2019,7898166040670
43152,1243599,2018-08-10,N/I,UN,1.0,2.5,DIPIRONA SODICA 20ML GN EMS P.M.C. 10.29,7896004718446
43193,1243842,2018-08-24,N/I,UN,140.0,20.7169,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
43194,1243842,2018-08-24,N/I,UN,35.0,20.7169,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
43204,1243864,2018-08-31,N/I,UN,35.0,20.72,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
43205,1243864,2018-08-31,N/I,UN,245.0,20.72,"BICARBONATO DE SODIO 8,4% 250ML",7898122913260
45949,1254470,2018-08-17,N/I,UN,500.0,0.34,DIPIRONA 500MG,-1
46043,1258237,2018-08-27,RIO DE JANEIRO,AMP,2000.0,2.8,HIOSCINA COMPOSTA 4MG/ML(ESCOPOLAMINA+DIPIRONA 500MG/ML)5ML AMPOLA.UNIAO QUIMICA,-1
46089,1258244,2018-08-28,RIO DE JANEIRO,AMP,2000.0,2.8,HIOSCINA COMPOSTA 4MG/ML(ESCOPOLAMINA+DIPIRONA 500MG/ML)5ML AMPOLA.UNIAO QUIMICA,-1
46149,1261438,2018-08-01,Armacao dos Buzios,CP,6000.0,0.15,DIPIRONA SODICA 500MG CX C/50ENV -.,N/I
46484,1263886,2018-08-09,N/I,CX,5.0,18.36,ISOMETEPTENO + DIPIRONA SODICA + CAFEINA  COMP NEOSALDINA TAKEDA,-1
46490,1263886,2018-08-09,N/I,BLT,5.0,5.2,DIPIRONA MONOIDRATADA + CITRATO DE ORFENADRINA + CAFEiNA COMP DORFLEX SANOFI,-1
46492,1263893,2018-08-14,N/I,FR,1.0,19.62,CLORID. DE PAPAVERINA+ DIPIRONA SODICA GTS 30ML NEOCOPAN,-1
46541,1264150,2018-08-03,N/I,UN,5.0,9.87,BUTILBROMETO DE ESCOPOLOMANADIPIRONA SOL.ORAL,-1
46542,1264150,2018-08-03,N/I,AMPOLA,400.0,2.11,BUTILBROMETO DE ESCOPOLOMANADIPIRONA SOL. INJ 5ML,-1
46582,1264167,2018-08-01,N/I,amp,900.0,3.0,ESCAPOLAMINA BUTIL DIPIRONA 4MG/ML+500MG/ML V.05/20 L.18050363,N/I
46654,1264311,2018-08-08,Miracema,UN,3100.0,3.72,DIPIRONA SODICA 500MG/ML 20ML-.,-1
46795,1268555,2018-08-10,N/I,AMP,64.0,0.56,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
46812,1268561,2018-08-15,N/I,AMP,300.0,1.82,ESCOPOLAMINA 4MG ML + DIPIRONA SODICA 500MG ML 5ML CX C\ 50 AMP HYPOCINA COMPOSTA,N/I
46813,1268561,2018-08-15,N/I,AMP,300.0,0.55,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
46851,1268565,2018-08-16,N/I,AMP,300.0,1.82,ESCOPOLAMINA 4MG ML + DIPIRONA SODICA 500MG ML 5ML CX C\ 50 AMP HYPOCINA COMPOSTA,N/I
46852,1268565,2018-08-16,N/I,AMP,300.0,0.55,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
46872,1268566,2018-08-17,N/I,AMP,300.0,0.65,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
46874,1268567,2018-08-17,N/I,AMP,236.0,0.56,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
46886,1268571,2018-08-17,N/I,AMP,900.0,0.7,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
46894,1268573,2018-08-18,N/I,AMP,300.0,0.7,DIPIRONA 500MG 2ML IM IV - CX 100 CX C\ 100 AMP DIPIFARMA,N/I
